sample_name	catalogid	collection_timestamp	description	dna_extracted	elevation	emp_status	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_matter	env_package	geo_loc_name	host_body_habitat	host_body_product	host_body_site	host_common_name	host_sample_id	host_scientific_name	host_sex	host_subject_id	host_taxid	latitude	location_sampling	longitude	physical_specimen	physical_specimen_location	physical_specimen_remaining	prefix	public	qiita_study_id	sample_type	sampletype	scientific_name	sex	taxon_id	title
11815.BN.593.FecalFTA	No Voucher	not provided	FecalFTA	TRUE	926	EMP_Processed	Host-associated	Animal-associated	Animal distal gut	shrubland biome	animal-associated habitat	feces	gut	host-associated	Uganda:Aringa	UBERON:feces	UBERON:feces	UBERON:feces	bat	BN.593.FecalFTA	Chaerephon bivitattus	NA	BN.593	242383	3.71665	Aringa Bridge; Aringa; Uganda	32.89481	TRUE	ANL	TRUE	Gilbert_7_25_17_HB1	TRUE	11815	feces	FecalFTA	bat metagenome	not collected	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.BN.593.SkinEtOH	No Voucher	not provided	SkinEtOH	TRUE	926	EMP_Processed	Host-associated	Animal-associated	Animal surface	shrubland biome	animal-associated habitat	sebum	skin	host-associated	Uganda:Aringa	UBERON:skin	UBERON:sebum	UBERON:skin	bat	BN.593.SkinEtOH	Chaerephon bivitattus	NA	BN.593	242383	3.71665	Aringa Bridge; Aringa; Uganda	32.89481	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	skin	SkinEtOH	bat metagenome	not collected	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.BN.593.TongueEtOH	No Voucher	not provided	TongueEtOH	TRUE	926	EMP_Processed	Host-associated	Animal-associated	Animal secretion	shrubland biome	animal-associated habitat	saliva	tongue	host-associated	Uganda:Aringa	UBERON:oral cavity	UBERON:saliva	UBERON:tongue	bat	BN.593.TongueEtOH	Chaerephon bivitattus	NA	BN.593	242383	3.71665	Aringa Bridge; Aringa; Uganda	32.89481	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	saliva	TongueEtOH	bat metagenome	not collected	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.BN.594.FecalFTA	No Voucher	not provided	FecalFTA	TRUE	926	EMP_Processed	Host-associated	Animal-associated	Animal distal gut	shrubland biome	animal-associated habitat	feces	gut	host-associated	Uganda:Aringa	UBERON:feces	UBERON:feces	UBERON:feces	bat	BN.594.FecalFTA	Chaerephon bivitattus	NA	BN.594	242383	3.71665	Aringa Bridge; Aringa; Uganda	32.89481	TRUE	ANL	TRUE	Gilbert_7_25_17_HB1	TRUE	11815	feces	FecalFTA	bat metagenome	not collected	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.BN.594.SkinEtOH	No Voucher	not provided	SkinEtOH	TRUE	926	EMP_Processed	Host-associated	Animal-associated	Animal surface	shrubland biome	animal-associated habitat	sebum	skin	host-associated	Uganda:Aringa	UBERON:skin	UBERON:sebum	UBERON:skin	bat	BN.594.SkinEtOH	Chaerephon bivitattus	NA	BN.594	242383	3.71665	Aringa Bridge; Aringa; Uganda	32.89481	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	skin	SkinEtOH	bat metagenome	not collected	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.BN.594.TongueEtOH	No Voucher	not provided	TongueEtOH	TRUE	926	EMP_Processed	Host-associated	Animal-associated	Animal secretion	shrubland biome	animal-associated habitat	saliva	tongue	host-associated	Uganda:Aringa	UBERON:oral cavity	UBERON:saliva	UBERON:tongue	bat	BN.594.TongueEtOH	Chaerephon bivitattus	NA	BN.594	242383	3.71665	Aringa Bridge; Aringa; Uganda	32.89481	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	saliva	TongueEtOH	bat metagenome	not collected	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.BN.595.FecalFTA	No Voucher	not provided	FecalFTA	TRUE	926	EMP_Processed	Host-associated	Animal-associated	Animal distal gut	shrubland biome	animal-associated habitat	feces	gut	host-associated	Uganda:Aringa	UBERON:feces	UBERON:feces	UBERON:feces	bat	BN.595.FecalFTA	Chaerephon bivitattus	NA	BN.595	242383	3.71665	Aringa Bridge; Aringa; Uganda	32.89481	TRUE	ANL	TRUE	Gilbert_7_25_17_HB1	TRUE	11815	feces	FecalFTA	bat metagenome	not collected	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.BN.595.SkinEtOH	No Voucher	not provided	SkinEtOH	TRUE	926	EMP_Processed	Host-associated	Animal-associated	Animal surface	shrubland biome	animal-associated habitat	sebum	skin	host-associated	Uganda:Aringa	UBERON:skin	UBERON:sebum	UBERON:skin	bat	BN.595.SkinEtOH	Chaerephon bivitattus	NA	BN.595	242383	3.71665	Aringa Bridge; Aringa; Uganda	32.89481	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	skin	SkinEtOH	bat metagenome	not collected	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.BN.595.TongueEtOH	No Voucher	not provided	TongueEtOH	TRUE	926	EMP_Processed	Host-associated	Animal-associated	Animal secretion	shrubland biome	animal-associated habitat	saliva	tongue	host-associated	Uganda:Aringa	UBERON:oral cavity	UBERON:saliva	UBERON:tongue	bat	BN.595.TongueEtOH	Chaerephon bivitattus	NA	BN.595	242383	3.71665	Aringa Bridge; Aringa; Uganda	32.89481	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	saliva	TongueEtOH	bat metagenome	not collected	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.BN.596.FecalFTA	No Voucher	not provided	FecalFTA	TRUE	926	EMP_Processed	Host-associated	Animal-associated	Animal distal gut	shrubland biome	animal-associated habitat	feces	gut	host-associated	Uganda:Aringa	UBERON:feces	UBERON:feces	UBERON:feces	bat	BN.596.FecalFTA	Chaerephon bivitattus	NA	BN.596	242383	3.71665	Aringa Bridge; Aringa; Uganda	32.89481	TRUE	ANL	TRUE	Gilbert_7_25_17_HB1	TRUE	11815	feces	FecalFTA	bat metagenome	not collected	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.BN.596.SkinEtOH	No Voucher	not provided	SkinEtOH	TRUE	926	EMP_Processed	Host-associated	Animal-associated	Animal surface	shrubland biome	animal-associated habitat	sebum	skin	host-associated	Uganda:Aringa	UBERON:skin	UBERON:sebum	UBERON:skin	bat	BN.596.SkinEtOH	Chaerephon bivitattus	NA	BN.596	242383	3.71665	Aringa Bridge; Aringa; Uganda	32.89481	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	skin	SkinEtOH	bat metagenome	not collected	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.BN.596.TongueEtOH	No Voucher	not provided	TongueEtOH	TRUE	926	EMP_Processed	Host-associated	Animal-associated	Animal secretion	shrubland biome	animal-associated habitat	saliva	tongue	host-associated	Uganda:Aringa	UBERON:oral cavity	UBERON:saliva	UBERON:tongue	bat	BN.596.TongueEtOH	Chaerephon bivitattus	NA	BN.596	242383	3.71665	Aringa Bridge; Aringa; Uganda	32.89481	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	saliva	TongueEtOH	bat metagenome	not collected	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.BN.597.FecalFTA	No Voucher	not provided	FecalFTA	TRUE	926	EMP_Processed	Host-associated	Animal-associated	Animal distal gut	shrubland biome	animal-associated habitat	feces	gut	host-associated	Uganda:Aringa	UBERON:feces	UBERON:feces	UBERON:feces	bat	BN.597.FecalFTA	Chaerephon bivitattus	NA	BN.597	242383	3.71665	Aringa Bridge; Aringa; Uganda	32.89481	TRUE	ANL	TRUE	Gilbert_7_25_17_HB1	TRUE	11815	feces	FecalFTA	bat metagenome	not collected	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.BN.597.SkinEtOH	No Voucher	not provided	SkinEtOH	TRUE	926	EMP_Processed	Host-associated	Animal-associated	Animal surface	shrubland biome	animal-associated habitat	sebum	skin	host-associated	Uganda:Aringa	UBERON:skin	UBERON:sebum	UBERON:skin	bat	BN.597.SkinEtOH	Chaerephon bivitattus	NA	BN.597	242383	3.71665	Aringa Bridge; Aringa; Uganda	32.89481	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	skin	SkinEtOH	bat metagenome	not collected	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.BN.597.TongueEtOH	No Voucher	not provided	TongueEtOH	TRUE	926	EMP_Processed	Host-associated	Animal-associated	Animal secretion	shrubland biome	animal-associated habitat	saliva	tongue	host-associated	Uganda:Aringa	UBERON:oral cavity	UBERON:saliva	UBERON:tongue	bat	BN.597.TongueEtOH	Chaerephon bivitattus	NA	BN.597	242383	3.71665	Aringa Bridge; Aringa; Uganda	32.89481	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	saliva	TongueEtOH	bat metagenome	not collected	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.BN.598.FecalFTA	No Voucher	not provided	FecalFTA	TRUE	926	EMP_Processed	Host-associated	Animal-associated	Animal distal gut	shrubland biome	animal-associated habitat	feces	gut	host-associated	Uganda:Aringa	UBERON:feces	UBERON:feces	UBERON:feces	bat	BN.598.FecalFTA	Chaerephon bivitattus	NA	BN.598	242383	3.71665	Aringa Bridge; Aringa; Uganda	32.89481	TRUE	ANL	TRUE	Gilbert_7_25_17_HB1	TRUE	11815	feces	FecalFTA	bat metagenome	not collected	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.BN.598.SkinEtOH	No Voucher	not provided	SkinEtOH	TRUE	926	EMP_Processed	Host-associated	Animal-associated	Animal surface	shrubland biome	animal-associated habitat	sebum	skin	host-associated	Uganda:Aringa	UBERON:skin	UBERON:sebum	UBERON:skin	bat	BN.598.SkinEtOH	Chaerephon bivitattus	NA	BN.598	242383	3.71665	Aringa Bridge; Aringa; Uganda	32.89481	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	skin	SkinEtOH	bat metagenome	not collected	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.BN.598.TongueEtOH	No Voucher	not provided	TongueEtOH	TRUE	926	EMP_Processed	Host-associated	Animal-associated	Animal secretion	shrubland biome	animal-associated habitat	saliva	tongue	host-associated	Uganda:Aringa	UBERON:oral cavity	UBERON:saliva	UBERON:tongue	bat	BN.598.TongueEtOH	Chaerephon bivitattus	NA	BN.598	242383	3.71665	Aringa Bridge; Aringa; Uganda	32.89481	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	saliva	TongueEtOH	bat metagenome	not collected	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.BN.599.FecalFTA	No Voucher	not provided	FecalFTA	TRUE	926	EMP_Processed	Host-associated	Animal-associated	Animal distal gut	shrubland biome	animal-associated habitat	feces	gut	host-associated	Uganda:Aringa	UBERON:feces	UBERON:feces	UBERON:feces	bat	BN.599.FecalFTA	Chaerephon bivitattus	NA	BN.599	242383	3.71665	Aringa Bridge; Aringa; Uganda	32.89481	TRUE	ANL	TRUE	Gilbert_7_25_17_HB1	TRUE	11815	feces	FecalFTA	bat metagenome	not collected	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.BN.599.SkinEtOH	No Voucher	not provided	SkinEtOH	TRUE	926	EMP_Processed	Host-associated	Animal-associated	Animal surface	shrubland biome	animal-associated habitat	sebum	skin	host-associated	Uganda:Aringa	UBERON:skin	UBERON:sebum	UBERON:skin	bat	BN.599.SkinEtOH	Chaerephon bivitattus	NA	BN.599	242383	3.71665	Aringa Bridge; Aringa; Uganda	32.89481	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	skin	SkinEtOH	bat metagenome	not collected	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.BN.599.TongueEtOH	No Voucher	not provided	TongueEtOH	TRUE	926	EMP_Processed	Host-associated	Animal-associated	Animal secretion	shrubland biome	animal-associated habitat	saliva	tongue	host-associated	Uganda:Aringa	UBERON:oral cavity	UBERON:saliva	UBERON:tongue	bat	BN.599.TongueEtOH	Chaerephon bivitattus	NA	BN.599	242383	3.71665	Aringa Bridge; Aringa; Uganda	32.89481	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	saliva	TongueEtOH	bat metagenome	not collected	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.BN.600.FecalFTA	No Voucher	not provided	FecalFTA	TRUE	926	EMP_Processed	Host-associated	Animal-associated	Animal distal gut	shrubland biome	animal-associated habitat	feces	gut	host-associated	Uganda:Aringa	UBERON:feces	UBERON:feces	UBERON:feces	bat	BN.600.FecalFTA	Chaerephon bivitattus	NA	BN.600	242383	3.71665	Aringa Bridge; Aringa; Uganda	32.89481	TRUE	ANL	TRUE	Gilbert_7_25_17_HB1	TRUE	11815	feces	FecalFTA	bat metagenome	not collected	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.BN.600.SkinEtOH	No Voucher	not provided	SkinEtOH	TRUE	926	EMP_Processed	Host-associated	Animal-associated	Animal surface	shrubland biome	animal-associated habitat	sebum	skin	host-associated	Uganda:Aringa	UBERON:skin	UBERON:sebum	UBERON:skin	bat	BN.600.SkinEtOH	Chaerephon bivitattus	NA	BN.600	242383	3.71665	Aringa Bridge; Aringa; Uganda	32.89481	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	skin	SkinEtOH	bat metagenome	not collected	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.BN.600.TongueEtOH	No Voucher	not provided	TongueEtOH	TRUE	926	EMP_Processed	Host-associated	Animal-associated	Animal secretion	shrubland biome	animal-associated habitat	saliva	tongue	host-associated	Uganda:Aringa	UBERON:oral cavity	UBERON:saliva	UBERON:tongue	bat	BN.600.TongueEtOH	Chaerephon bivitattus	NA	BN.600	242383	3.71665	Aringa Bridge; Aringa; Uganda	32.89481	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	saliva	TongueEtOH	bat metagenome	not collected	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.BN.601.SkinEtOH	No Voucher	not provided	SkinEtOH	TRUE	926	EMP_Processed	Host-associated	Animal-associated	Animal surface	shrubland biome	animal-associated habitat	sebum	skin	host-associated	Uganda:Aringa	UBERON:skin	UBERON:sebum	UBERON:skin	bat	BN.601.SkinEtOH	Chaerephon bivitattus	NA	BN.601	242383	3.71665	Aringa Bridge; Aringa; Uganda	32.89481	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	skin	SkinEtOH	bat metagenome	not collected	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.BN.601.TongueEtOH	No Voucher	not provided	TongueEtOH	TRUE	926	EMP_Processed	Host-associated	Animal-associated	Animal secretion	shrubland biome	animal-associated habitat	saliva	tongue	host-associated	Uganda:Aringa	UBERON:oral cavity	UBERON:saliva	UBERON:tongue	bat	BN.601.TongueEtOH	Chaerephon bivitattus	NA	BN.601	242383	3.71665	Aringa Bridge; Aringa; Uganda	32.89481	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	saliva	TongueEtOH	bat metagenome	not collected	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.BN.602.FecalFTA	No Voucher	not provided	FecalFTA	TRUE	926	EMP_Processed	Host-associated	Animal-associated	Animal distal gut	shrubland biome	animal-associated habitat	feces	gut	host-associated	Uganda:Aringa	UBERON:feces	UBERON:feces	UBERON:feces	bat	BN.602.FecalFTA	Chaerephon bivitattus	NA	BN.602	242383	3.71665	Aringa Bridge; Aringa; Uganda	32.89481	TRUE	ANL	TRUE	Gilbert_7_25_17_HB1	TRUE	11815	feces	FecalFTA	bat metagenome	not collected	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.BN.602.SkinEtOH	No Voucher	not provided	SkinEtOH	TRUE	926	EMP_Processed	Host-associated	Animal-associated	Animal surface	shrubland biome	animal-associated habitat	sebum	skin	host-associated	Uganda:Aringa	UBERON:skin	UBERON:sebum	UBERON:skin	bat	BN.602.SkinEtOH	Chaerephon bivitattus	NA	BN.602	242383	3.71665	Aringa Bridge; Aringa; Uganda	32.89481	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	skin	SkinEtOH	bat metagenome	not collected	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.BN.602.TongueEtOH	No Voucher	not provided	TongueEtOH	TRUE	926	EMP_Processed	Host-associated	Animal-associated	Animal secretion	shrubland biome	animal-associated habitat	saliva	tongue	host-associated	Uganda:Aringa	UBERON:oral cavity	UBERON:saliva	UBERON:tongue	bat	BN.602.TongueEtOH	Chaerephon bivitattus	NA	BN.602	242383	3.71665	Aringa Bridge; Aringa; Uganda	32.89481	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	saliva	TongueEtOH	bat metagenome	not collected	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.BN.603.FecalFTA	No Voucher	not provided	FecalFTA	TRUE	926	EMP_Processed	Host-associated	Animal-associated	Animal distal gut	shrubland biome	animal-associated habitat	feces	gut	host-associated	Uganda:Aringa	UBERON:feces	UBERON:feces	UBERON:feces	bat	BN.603.FecalFTA	Chaerephon bivitattus	NA	BN.603	242383	3.71665	Aringa Bridge; Aringa; Uganda	32.89481	TRUE	ANL	TRUE	Gilbert_7_25_17_HB1	TRUE	11815	feces	FecalFTA	bat metagenome	not collected	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.BN.603.SkinEtOH	No Voucher	not provided	SkinEtOH	TRUE	926	EMP_Processed	Host-associated	Animal-associated	Animal surface	shrubland biome	animal-associated habitat	sebum	skin	host-associated	Uganda:Aringa	UBERON:skin	UBERON:sebum	UBERON:skin	bat	BN.603.SkinEtOH	Chaerephon bivitattus	NA	BN.603	242383	3.71665	Aringa Bridge; Aringa; Uganda	32.89481	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	skin	SkinEtOH	bat metagenome	not collected	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.BN.603.TongueEtOH	No Voucher	not provided	TongueEtOH	TRUE	926	EMP_Processed	Host-associated	Animal-associated	Animal secretion	shrubland biome	animal-associated habitat	saliva	tongue	host-associated	Uganda:Aringa	UBERON:oral cavity	UBERON:saliva	UBERON:tongue	bat	BN.603.TongueEtOH	Chaerephon bivitattus	NA	BN.603	242383	3.71665	Aringa Bridge; Aringa; Uganda	32.89481	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	saliva	TongueEtOH	bat metagenome	not collected	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.BN.604.FecalFTA	No Voucher	not provided	FecalFTA	TRUE	926	EMP_Processed	Host-associated	Animal-associated	Animal distal gut	shrubland biome	animal-associated habitat	feces	gut	host-associated	Uganda:Aringa	UBERON:feces	UBERON:feces	UBERON:feces	bat	BN.604.FecalFTA	Chaerephon bivitattus	NA	BN.604	242383	3.71665	Aringa Bridge; Aringa; Uganda	32.89481	TRUE	ANL	TRUE	Gilbert_7_25_17_HB1	TRUE	11815	feces	FecalFTA	bat metagenome	not collected	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.BN.604.SkinEtOH	No Voucher	not provided	SkinEtOH	TRUE	926	EMP_Processed	Host-associated	Animal-associated	Animal surface	shrubland biome	animal-associated habitat	sebum	skin	host-associated	Uganda:Aringa	UBERON:skin	UBERON:sebum	UBERON:skin	bat	BN.604.SkinEtOH	Chaerephon bivitattus	NA	BN.604	242383	3.71665	Aringa Bridge; Aringa; Uganda	32.89481	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	skin	SkinEtOH	bat metagenome	not collected	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.BN.604.TongueEtOH	No Voucher	not provided	TongueEtOH	TRUE	926	EMP_Processed	Host-associated	Animal-associated	Animal secretion	shrubland biome	animal-associated habitat	saliva	tongue	host-associated	Uganda:Aringa	UBERON:oral cavity	UBERON:saliva	UBERON:tongue	bat	BN.604.TongueEtOH	Chaerephon bivitattus	NA	BN.604	242383	3.71665	Aringa Bridge; Aringa; Uganda	32.89481	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	saliva	TongueEtOH	bat metagenome	not collected	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.BN.605.SkinEtOH	No Voucher	not provided	SkinEtOH	TRUE	926	EMP_Processed	Host-associated	Animal-associated	Animal surface	shrubland biome	animal-associated habitat	sebum	skin	host-associated	Uganda:Aringa	UBERON:skin	UBERON:sebum	UBERON:skin	bat	BN.605.SkinEtOH	Chaerephon bivitattus	NA	BN.605	242383	3.71665	Aringa Bridge; Aringa; Uganda	32.89481	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	skin	SkinEtOH	bat metagenome	not collected	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.BN.605.TongueEtOH	No Voucher	not provided	TongueEtOH	TRUE	926	EMP_Processed	Host-associated	Animal-associated	Animal secretion	shrubland biome	animal-associated habitat	saliva	tongue	host-associated	Uganda:Aringa	UBERON:oral cavity	UBERON:saliva	UBERON:tongue	bat	BN.605.TongueEtOH	Chaerephon bivitattus	NA	BN.605	242383	3.71665	Aringa Bridge; Aringa; Uganda	32.89481	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	saliva	TongueEtOH	bat metagenome	not collected	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.BN.606.FecalFTA	No Voucher	not provided	FecalFTA	TRUE	926	EMP_Processed	Host-associated	Animal-associated	Animal distal gut	shrubland biome	animal-associated habitat	feces	gut	host-associated	Uganda:Aringa	UBERON:feces	UBERON:feces	UBERON:feces	bat	BN.606.FecalFTA	Chaerephon bivitattus	NA	BN.606	242383	3.71665	Aringa Bridge; Aringa; Uganda	32.89481	TRUE	ANL	TRUE	Gilbert_7_25_17_HB1	TRUE	11815	feces	FecalFTA	bat metagenome	not collected	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.BN.606.SkinEtOH	No Voucher	not provided	SkinEtOH	TRUE	926	EMP_Processed	Host-associated	Animal-associated	Animal surface	shrubland biome	animal-associated habitat	sebum	skin	host-associated	Uganda:Aringa	UBERON:skin	UBERON:sebum	UBERON:skin	bat	BN.606.SkinEtOH	Chaerephon bivitattus	NA	BN.606	242383	3.71665	Aringa Bridge; Aringa; Uganda	32.89481	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	skin	SkinEtOH	bat metagenome	not collected	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.BN.606.TongueEtOH	No Voucher	not provided	TongueEtOH	TRUE	926	EMP_Processed	Host-associated	Animal-associated	Animal secretion	shrubland biome	animal-associated habitat	saliva	tongue	host-associated	Uganda:Aringa	UBERON:oral cavity	UBERON:saliva	UBERON:tongue	bat	BN.606.TongueEtOH	Chaerephon bivitattus	NA	BN.606	242383	3.71665	Aringa Bridge; Aringa; Uganda	32.89481	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	saliva	TongueEtOH	bat metagenome	not collected	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.BN.607.SkinEtOH	No Voucher	not provided	SkinEtOH	TRUE	926	EMP_Processed	Host-associated	Animal-associated	Animal surface	shrubland biome	animal-associated habitat	sebum	skin	host-associated	Uganda:Aringa	UBERON:skin	UBERON:sebum	UBERON:skin	bat	BN.607.SkinEtOH	Epomophorus sp.	NA	BN.607	58066	3.71665	Aringa Bridge; Aringa; Uganda	32.89481	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	skin	SkinEtOH	bat metagenome	not collected	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.BN.607.TongueEtOH	No Voucher	not provided	TongueEtOH	TRUE	926	EMP_Processed	Host-associated	Animal-associated	Animal secretion	shrubland biome	animal-associated habitat	saliva	tongue	host-associated	Uganda:Aringa	UBERON:oral cavity	UBERON:saliva	UBERON:tongue	bat	BN.607.TongueEtOH	Epomophorus sp.	NA	BN.607	58066	3.71665	Aringa Bridge; Aringa; Uganda	32.89481	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	saliva	TongueEtOH	bat metagenome	not collected	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.BN.608.FecalFTA	No Voucher	not provided	FecalFTA	TRUE	926	EMP_Processed	Host-associated	Animal-associated	Animal distal gut	shrubland biome	animal-associated habitat	feces	gut	host-associated	Uganda:Aringa	UBERON:feces	UBERON:feces	UBERON:feces	bat	BN.608.FecalFTA	Epomophorus sp.	NA	BN.608	58066	3.71665	Aringa Bridge; Aringa; Uganda	32.89481	TRUE	ANL	TRUE	Gilbert_7_25_17_HB1	TRUE	11815	feces	FecalFTA	bat metagenome	not collected	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.BN.608.SkinEtOH	No Voucher	not provided	SkinEtOH	TRUE	926	EMP_Processed	Host-associated	Animal-associated	Animal surface	shrubland biome	animal-associated habitat	sebum	skin	host-associated	Uganda:Aringa	UBERON:skin	UBERON:sebum	UBERON:skin	bat	BN.608.SkinEtOH	Epomophorus sp.	NA	BN.608	58066	3.71665	Aringa Bridge; Aringa; Uganda	32.89481	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	skin	SkinEtOH	bat metagenome	not collected	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.BN.608.TongueEtOH	No Voucher	not provided	TongueEtOH	TRUE	926	EMP_Processed	Host-associated	Animal-associated	Animal secretion	shrubland biome	animal-associated habitat	saliva	tongue	host-associated	Uganda:Aringa	UBERON:oral cavity	UBERON:saliva	UBERON:tongue	bat	BN.608.TongueEtOH	Epomophorus sp.	NA	BN.608	58066	3.71665	Aringa Bridge; Aringa; Uganda	32.89481	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	saliva	TongueEtOH	bat metagenome	not collected	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.BN.609.FecalFTA	No Voucher	not provided	FecalFTA	TRUE	926	EMP_Processed	Host-associated	Animal-associated	Animal distal gut	shrubland biome	animal-associated habitat	feces	gut	host-associated	Uganda:Aringa	UBERON:feces	UBERON:feces	UBERON:feces	Peters's dwarf epauletted fruit bat	BN.609.FecalFTA	Micropteropus pusillus	NA	BN.609	77235	3.71665	Aringa Bridge; Aringa; Uganda	32.89481	TRUE	ANL	TRUE	Gilbert_7_25_17_HB1	TRUE	11815	feces	FecalFTA	bat metagenome	not collected	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.BN.609.SkinEtOH	No Voucher	not provided	SkinEtOH	TRUE	926	EMP_Processed	Host-associated	Animal-associated	Animal surface	shrubland biome	animal-associated habitat	sebum	skin	host-associated	Uganda:Aringa	UBERON:skin	UBERON:sebum	UBERON:skin	Peters's dwarf epauletted fruit bat	BN.609.SkinEtOH	Micropteropus pusillus	NA	BN.609	77235	3.71665	Aringa Bridge; Aringa; Uganda	32.89481	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	skin	SkinEtOH	bat metagenome	not collected	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
