sample_name	catalogid	collection_timestamp	description	dna_extracted	elevation	emp_status	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_matter	env_package	geo_loc_name	host_body_habitat	host_body_product	host_body_site	host_common_name	host_sample_id	host_scientific_name	host_sex	host_subject_id	host_taxid	latitude	location_sampling	longitude	physical_specimen	physical_specimen_location	physical_specimen_remaining	prefix	public	qiita_study_id	sample_type	sampletype	scientific_name	sex	taxon_id	title
11815.JCK.10255.TongueEtOH	FMNH232103	2016-08-01	TongueEtOH	TRUE	2520	EMP_Processed	Host-associated	Animal-associated	Animal secretion	shrubland biome	animal-associated habitat	saliva	tongue	host-associated	Uganda:Karamoja	UBERON:oral cavity	UBERON:saliva	UBERON:tongue	Geoffroy's horseshoe bat	JCK.10255.TongueEtOH	Rhinolophus clivosus	Male	FMNH232103	59478	3.81083	Karamoja Provence; Kaabong District; Mout Morungole; Uganda	34.02931	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	saliva	TongueEtOH	bat metagenome	male	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.JCK.10256.FecalFTA	FMNH232076	2016-08-01	FecalFTA	TRUE	2520	EMP_Processed	Host-associated	Animal-associated	Animal distal gut	shrubland biome	animal-associated habitat	feces	gut	host-associated	Uganda:Karamoja	UBERON:feces	UBERON:feces	UBERON:feces	Egyptian rousette	JCK.10256.FecalFTA	Rousettus aegyptiacus	Male	FMNH232076	9407	3.81083	Karamoja Provence; Kaabong District; Mout Morungole; Uganda	34.02931	TRUE	ANL	TRUE	Gilbert_7_25_17_HB1	TRUE	11815	feces	FecalFTA	bat metagenome	male	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.JCK.10256.SkinEtOH	FMNH232076	2016-08-01	SkinEtOH	TRUE	2520	EMP_Processed	Host-associated	Animal-associated	Animal surface	shrubland biome	animal-associated habitat	sebum	skin	host-associated	Uganda:Karamoja	UBERON:skin	UBERON:sebum	UBERON:skin	Egyptian rousette	JCK.10256.SkinEtOH	Rousettus aegyptiacus	Male	FMNH232076	9407	3.81083	Karamoja Provence; Kaabong District; Mout Morungole; Uganda	34.02931	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	skin	SkinEtOH	bat metagenome	male	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.JCK.10256.TongueEtOH	FMNH232076	2016-08-01	TongueEtOH	TRUE	2520	EMP_Processed	Host-associated	Animal-associated	Animal secretion	shrubland biome	animal-associated habitat	saliva	tongue	host-associated	Uganda:Karamoja	UBERON:oral cavity	UBERON:saliva	UBERON:tongue	Egyptian rousette	JCK.10256.TongueEtOH	Rousettus aegyptiacus	Male	FMNH232076	9407	3.81083	Karamoja Provence; Kaabong District; Mout Morungole; Uganda	34.02931	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	saliva	TongueEtOH	bat metagenome	male	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.JCK.10257.FecalFTA	FMNH232077	2016-08-01	FecalFTA	TRUE	2520	EMP_Processed	Host-associated	Animal-associated	Animal distal gut	shrubland biome	animal-associated habitat	feces	gut	host-associated	Uganda:Karamoja	UBERON:feces	UBERON:feces	UBERON:feces	Egyptian rousette	JCK.10257.FecalFTA	Rousettus aegyptiacus	Female	FMNH232077	9407	3.81083	Karamoja Provence; Kaabong District; Mout Morungole; Uganda	34.02931	TRUE	ANL	TRUE	Gilbert_7_25_17_HB1	TRUE	11815	feces	FecalFTA	bat metagenome	female	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.JCK.10257.SkinEtOH	FMNH232077	2016-08-01	SkinEtOH	TRUE	2520	EMP_Processed	Host-associated	Animal-associated	Animal surface	shrubland biome	animal-associated habitat	sebum	skin	host-associated	Uganda:Karamoja	UBERON:skin	UBERON:sebum	UBERON:skin	Egyptian rousette	JCK.10257.SkinEtOH	Rousettus aegyptiacus	Female	FMNH232077	9407	3.81083	Karamoja Provence; Kaabong District; Mout Morungole; Uganda	34.02931	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	skin	SkinEtOH	bat metagenome	female	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.JCK.10257.TongueEtOH	FMNH232077	2016-08-01	TongueEtOH	TRUE	2520	EMP_Processed	Host-associated	Animal-associated	Animal secretion	shrubland biome	animal-associated habitat	saliva	tongue	host-associated	Uganda:Karamoja	UBERON:oral cavity	UBERON:saliva	UBERON:tongue	Egyptian rousette	JCK.10257.TongueEtOH	Rousettus aegyptiacus	Female	FMNH232077	9407	3.81083	Karamoja Provence; Kaabong District; Mout Morungole; Uganda	34.02931	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	saliva	TongueEtOH	bat metagenome	female	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.JCK.10258.FecalFTA	FMNH232078	2016-08-01	FecalFTA	TRUE	2520	EMP_Processed	Host-associated	Animal-associated	Animal distal gut	shrubland biome	animal-associated habitat	feces	gut	host-associated	Uganda:Karamoja	UBERON:feces	UBERON:feces	UBERON:feces	Egyptian rousette	JCK.10258.FecalFTA	Rousettus aegyptiacus	Female	FMNH232078	9407	3.81083	Karamoja Provence; Kaabong District; Mout Morungole; Uganda	34.02931	TRUE	ANL	TRUE	Gilbert_7_25_17_HB1	TRUE	11815	feces	FecalFTA	bat metagenome	female	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.JCK.10258.SkinEtOH	FMNH232078	2016-08-01	SkinEtOH	TRUE	2520	EMP_Processed	Host-associated	Animal-associated	Animal surface	shrubland biome	animal-associated habitat	sebum	skin	host-associated	Uganda:Karamoja	UBERON:skin	UBERON:sebum	UBERON:skin	Egyptian rousette	JCK.10258.SkinEtOH	Rousettus aegyptiacus	Female	FMNH232078	9407	3.81083	Karamoja Provence; Kaabong District; Mout Morungole; Uganda	34.02931	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	skin	SkinEtOH	bat metagenome	female	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.JCK.10259.FecalFTA	FMNH232119	2016-08-01	FecalFTA	TRUE	2520	EMP_Processed	Host-associated	Animal-associated	Animal distal gut	shrubland biome	animal-associated habitat	feces	gut	host-associated	Uganda:Karamoja	UBERON:feces	UBERON:feces	UBERON:feces	Cape hairy bat	JCK.10259.FecalFTA	Myotis tricolor	Male	FMNH232119	233765	3.81083	Karamoja Provence; Kaabong District; Mout Morungole; Uganda	34.02931	TRUE	ANL	TRUE	Gilbert_7_25_17_HB1	TRUE	11815	feces	FecalFTA	bat metagenome	male	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.JCK.10259.SkinEtOH	FMNH232119	2016-08-01	SkinEtOH	TRUE	2520	EMP_Processed	Host-associated	Animal-associated	Animal surface	shrubland biome	animal-associated habitat	sebum	skin	host-associated	Uganda:Karamoja	UBERON:skin	UBERON:sebum	UBERON:skin	Cape hairy bat	JCK.10259.SkinEtOH	Myotis tricolor	Male	FMNH232119	233765	3.81083	Karamoja Provence; Kaabong District; Mout Morungole; Uganda	34.02931	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	skin	SkinEtOH	bat metagenome	male	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.JCK.10259.TongueEtOH	FMNH232119	2016-08-01	TongueEtOH	TRUE	2520	EMP_Processed	Host-associated	Animal-associated	Animal secretion	shrubland biome	animal-associated habitat	saliva	tongue	host-associated	Uganda:Karamoja	UBERON:oral cavity	UBERON:saliva	UBERON:tongue	Cape hairy bat	JCK.10259.TongueEtOH	Myotis tricolor	Male	FMNH232119	233765	3.81083	Karamoja Provence; Kaabong District; Mout Morungole; Uganda	34.02931	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	saliva	TongueEtOH	bat metagenome	male	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.JCK.10261.FecalFTA	FMNH232146	2016-08-01	FecalFTA	TRUE	2520	EMP_Processed	Host-associated	Animal-associated	Animal distal gut	shrubland biome	animal-associated habitat	feces	gut	host-associated	Uganda:Karamoja	UBERON:feces	UBERON:feces	UBERON:feces	bat	JCK.10261.FecalFTA	Miniopterus natalensis	Female	FMNH232146	291302	3.81083	Karamoja Provence; Kaabong District; Mout Morungole; Uganda	34.02931	TRUE	ANL	TRUE	Gilbert_7_25_17_HB1	TRUE	11815	feces	FecalFTA	bat metagenome	female	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.JCK.10261.SkinEtOH	FMNH232146	2016-08-01	SkinEtOH	TRUE	2520	EMP_Processed	Host-associated	Animal-associated	Animal surface	shrubland biome	animal-associated habitat	sebum	skin	host-associated	Uganda:Karamoja	UBERON:skin	UBERON:sebum	UBERON:skin	bat	JCK.10261.SkinEtOH	Miniopterus natalensis	Female	FMNH232146	291302	3.81083	Karamoja Provence; Kaabong District; Mout Morungole; Uganda	34.02931	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	skin	SkinEtOH	bat metagenome	female	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.JCK.10261.TongueEtOH	FMNH232146	2016-08-01	TongueEtOH	TRUE	2520	EMP_Processed	Host-associated	Animal-associated	Animal secretion	shrubland biome	animal-associated habitat	saliva	tongue	host-associated	Uganda:Karamoja	UBERON:oral cavity	UBERON:saliva	UBERON:tongue	bat	JCK.10261.TongueEtOH	Miniopterus natalensis	Female	FMNH232146	291302	3.81083	Karamoja Provence; Kaabong District; Mout Morungole; Uganda	34.02931	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	saliva	TongueEtOH	bat metagenome	female	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.JCK.10262.FecalFTA	FMNH232147	2016-08-01	FecalFTA	TRUE	2520	EMP_Processed	Host-associated	Animal-associated	Animal distal gut	shrubland biome	animal-associated habitat	feces	gut	host-associated	Uganda:Karamoja	UBERON:feces	UBERON:feces	UBERON:feces	bat	JCK.10262.FecalFTA	Miniopterus natalensis	Male	FMNH232147	291302	3.81083	Karamoja Provence; Kaabong District; Mout Morungole; Uganda	34.02931	TRUE	ANL	TRUE	Gilbert_7_25_17_HB1	TRUE	11815	feces	FecalFTA	bat metagenome	male	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.JCK.10263.FecalFTA	FMNH232148	2016-08-01	FecalFTA	TRUE	2520	EMP_Processed	Host-associated	Animal-associated	Animal distal gut	shrubland biome	animal-associated habitat	feces	gut	host-associated	Uganda:Karamoja	UBERON:feces	UBERON:feces	UBERON:feces	bat	JCK.10263.FecalFTA	Miniopterus natalensis	Female	FMNH232148	291302	3.81083	Karamoja Provence; Kaabong District; Mout Morungole; Uganda	34.02931	TRUE	ANL	TRUE	Gilbert_7_25_17_HB1	TRUE	11815	feces	FecalFTA	bat metagenome	female	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.JCK.10263.SkinEtOH	FMNH232148	2016-08-01	SkinEtOH	TRUE	2520	EMP_Processed	Host-associated	Animal-associated	Animal surface	shrubland biome	animal-associated habitat	sebum	skin	host-associated	Uganda:Karamoja	UBERON:skin	UBERON:sebum	UBERON:skin	bat	JCK.10263.SkinEtOH	Miniopterus natalensis	Female	FMNH232148	291302	3.81083	Karamoja Provence; Kaabong District; Mout Morungole; Uganda	34.02931	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	skin	SkinEtOH	bat metagenome	female	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.JCK.10264.FecalFTA	FMNH232149	2016-08-01	FecalFTA	TRUE	2520	EMP_Processed	Host-associated	Animal-associated	Animal distal gut	shrubland biome	animal-associated habitat	feces	gut	host-associated	Uganda:Karamoja	UBERON:feces	UBERON:feces	UBERON:feces	bat	JCK.10264.FecalFTA	Miniopterus natalensis	Male	FMNH232149	291302	3.81083	Karamoja Provence; Kaabong District; Mout Morungole; Uganda	34.02931	TRUE	ANL	TRUE	Gilbert_7_25_17_HB1	TRUE	11815	feces	FecalFTA	bat metagenome	male	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.JCK.10264.SkinEtOH	FMNH232149	2016-08-01	SkinEtOH	TRUE	2520	EMP_Processed	Host-associated	Animal-associated	Animal surface	shrubland biome	animal-associated habitat	sebum	skin	host-associated	Uganda:Karamoja	UBERON:skin	UBERON:sebum	UBERON:skin	bat	JCK.10264.SkinEtOH	Miniopterus natalensis	Male	FMNH232149	291302	3.81083	Karamoja Provence; Kaabong District; Mout Morungole; Uganda	34.02931	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	skin	SkinEtOH	bat metagenome	male	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.JCK.10264.TongueEtOH	FMNH232149	2016-08-01	TongueEtOH	TRUE	2520	EMP_Processed	Host-associated	Animal-associated	Animal secretion	shrubland biome	animal-associated habitat	saliva	tongue	host-associated	Uganda:Karamoja	UBERON:oral cavity	UBERON:saliva	UBERON:tongue	bat	JCK.10264.TongueEtOH	Miniopterus natalensis	Male	FMNH232149	291302	3.81083	Karamoja Provence; Kaabong District; Mout Morungole; Uganda	34.02931	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	saliva	TongueEtOH	bat metagenome	male	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.JCK.10265.FecalFTA	FMNH232150	2016-08-01	FecalFTA	TRUE	2520	EMP_Processed	Host-associated	Animal-associated	Animal distal gut	shrubland biome	animal-associated habitat	feces	gut	host-associated	Uganda:Karamoja	UBERON:feces	UBERON:feces	UBERON:feces	bat	JCK.10265.FecalFTA	Miniopterus natalensis	Male	FMNH232150	291302	3.81083	Karamoja Provence; Kaabong District; Mout Morungole; Uganda	34.02931	TRUE	ANL	TRUE	Gilbert_7_25_17_HB1	TRUE	11815	feces	FecalFTA	bat metagenome	male	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.JCK.10277.FecalFTA	FMNH232151	2016-08-02	FecalFTA	TRUE	2520	EMP_Processed	Host-associated	Animal-associated	Animal distal gut	shrubland biome	animal-associated habitat	feces	gut	host-associated	Uganda:Karamoja	UBERON:feces	UBERON:feces	UBERON:feces	bat	JCK.10277.FecalFTA	Miniopterus natalensis	Female	FMNH232151	291302	3.81083	Karamoja Provence; Kaabong District; Mout Morungole; Uganda	34.02931	TRUE	ANL	TRUE	Gilbert_7_25_17_HB1	TRUE	11815	feces	FecalFTA	bat metagenome	female	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.JCK.10286.FecalFTA	FMNH232398	2016-08-06	FecalFTA	TRUE	1935	EMP_Processed	Host-associated	Animal-associated	Animal distal gut	shrubland biome	animal-associated habitat	feces	gut	host-associated	Uganda:Acholi	UBERON:feces	UBERON:feces	UBERON:feces	Wahlberg's epauletted fruit bat	JCK.10286.FecalFTA	Epomophorus wahlbergi	Female	FMNH232398	58067	3.81039	Acholi Region; Lamwo District; Agoro-Agu Forest Reserve; Kitgum; Uganda	32.92264	TRUE	ANL	TRUE	Gilbert_7_25_17_HB1	TRUE	11815	feces	FecalFTA	bat metagenome	female	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.JCK.10286.SkinEtOH	FMNH232398	2016-08-06	SkinEtOH	TRUE	1935	EMP_Processed	Host-associated	Animal-associated	Animal surface	shrubland biome	animal-associated habitat	sebum	skin	host-associated	Uganda:Acholi	UBERON:skin	UBERON:sebum	UBERON:skin	Wahlberg's epauletted fruit bat	JCK.10286.SkinEtOH	Epomophorus wahlbergi	Female	FMNH232398	58067	3.81039	Acholi Region; Lamwo District; Agoro-Agu Forest Reserve; Kitgum; Uganda	32.92264	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	skin	SkinEtOH	bat metagenome	female	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.JCK.10286.TongueEtOH	FMNH232398	2016-08-06	TongueEtOH	TRUE	1935	EMP_Processed	Host-associated	Animal-associated	Animal secretion	shrubland biome	animal-associated habitat	saliva	tongue	host-associated	Uganda:Acholi	UBERON:oral cavity	UBERON:saliva	UBERON:tongue	Wahlberg's epauletted fruit bat	JCK.10286.TongueEtOH	Epomophorus wahlbergi	Female	FMNH232398	58067	3.81039	Acholi Region; Lamwo District; Agoro-Agu Forest Reserve; Kitgum; Uganda	32.92264	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	saliva	TongueEtOH	bat metagenome	female	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.JCK.10290.FecalFTA	FMNH232429	2016-08-07	FecalFTA	TRUE	1935	EMP_Processed	Host-associated	Animal-associated	Animal distal gut	shrubland biome	animal-associated habitat	feces	gut	host-associated	Uganda:Acholi	UBERON:feces	UBERON:feces	UBERON:feces	Bate's slit-faced bat	JCK.10290.FecalFTA	Nycteris arge	Male	FMNH232429	249028	3.81039	Acholi Region; Lamwo District; Agoro-Agu Forest Reserve; Kitgum; Uganda	32.92264	TRUE	ANL	TRUE	Gilbert_7_25_17_HB1	TRUE	11815	feces	FecalFTA	bat metagenome	male	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.JCK.10290.SkinEtOH	FMNH232429	2016-08-07	SkinEtOH	TRUE	1935	EMP_Processed	Host-associated	Animal-associated	Animal surface	shrubland biome	animal-associated habitat	sebum	skin	host-associated	Uganda:Acholi	UBERON:skin	UBERON:sebum	UBERON:skin	Bate's slit-faced bat	JCK.10290.SkinEtOH	Nycteris arge	Male	FMNH232429	249028	3.81039	Acholi Region; Lamwo District; Agoro-Agu Forest Reserve; Kitgum; Uganda	32.92264	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	skin	SkinEtOH	bat metagenome	male	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.JCK.10290.TongueEtOH	FMNH232429	2016-08-07	TongueEtOH	TRUE	1935	EMP_Processed	Host-associated	Animal-associated	Animal secretion	shrubland biome	animal-associated habitat	saliva	tongue	host-associated	Uganda:Acholi	UBERON:oral cavity	UBERON:saliva	UBERON:tongue	Bate's slit-faced bat	JCK.10290.TongueEtOH	Nycteris arge	Male	FMNH232429	249028	3.81039	Acholi Region; Lamwo District; Agoro-Agu Forest Reserve; Kitgum; Uganda	32.92264	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	saliva	TongueEtOH	bat metagenome	male	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.JCK.10291.FecalFTA.1	FMNH232476	2016-08-07	FecalFTA	TRUE	1935	EMP_Processed	Host-associated	Animal-associated	Animal distal gut	shrubland biome	animal-associated habitat	feces	gut	host-associated	Uganda:Acholi	UBERON:feces	UBERON:feces	UBERON:feces	long-haired rousette	JCK.10291.FecalFTA.1	Stenonycteris lanosus	Female	FMNH232476	77222	3.81039	Acholi Region; Lamwo District; Agoro-Agu Forest Reserve; Kitgum; Uganda	32.92264	TRUE	ANL	TRUE	Gilbert_7_25_17_HB1	TRUE	11815	feces	FecalFTA	bat metagenome	female	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.JCK.10291.FecalFTA.2	FMNH232476	2016-08-07	FecalFTA	TRUE	1935	EMP_Processed	Host-associated	Animal-associated	Animal distal gut	shrubland biome	animal-associated habitat	feces	gut	host-associated	Uganda:Acholi	UBERON:feces	UBERON:feces	UBERON:feces	long-haired rousette	JCK.10291.FecalFTA.2	Stenonycteris lanosus	Female	FMNH232476	77222	3.81039	Acholi Region; Lamwo District; Agoro-Agu Forest Reserve; Kitgum; Uganda	32.92264	TRUE	ANL	TRUE	Gilbert_7_25_17_HB1	TRUE	11815	feces	FecalFTA	bat metagenome	female	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.JCK.10291.SkinEtOH	FMNH232476	2016-08-07	SkinEtOH	TRUE	1935	EMP_Processed	Host-associated	Animal-associated	Animal surface	shrubland biome	animal-associated habitat	sebum	skin	host-associated	Uganda:Acholi	UBERON:skin	UBERON:sebum	UBERON:skin	long-haired rousette	JCK.10291.SkinEtOH	Stenonycteris lanosus	Female	FMNH232476	77222	3.81039	Acholi Region; Lamwo District; Agoro-Agu Forest Reserve; Kitgum; Uganda	32.92264	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	skin	SkinEtOH	bat metagenome	female	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.JCK.10291.TongueEtOH	FMNH232476	2016-08-07	TongueEtOH	TRUE	1935	EMP_Processed	Host-associated	Animal-associated	Animal secretion	shrubland biome	animal-associated habitat	saliva	tongue	host-associated	Uganda:Acholi	UBERON:oral cavity	UBERON:saliva	UBERON:tongue	long-haired rousette	JCK.10291.TongueEtOH	Stenonycteris lanosus	Female	FMNH232476	77222	3.81039	Acholi Region; Lamwo District; Agoro-Agu Forest Reserve; Kitgum; Uganda	32.92264	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	saliva	TongueEtOH	bat metagenome	female	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.JCK.10298.FecalFTA.1	FMNH232477	2016-08-08	FecalFTA	TRUE	1935	EMP_Processed	Host-associated	Animal-associated	Animal distal gut	shrubland biome	animal-associated habitat	feces	gut	host-associated	Uganda:Acholi	UBERON:feces	UBERON:feces	UBERON:feces	long-haired rousette	JCK.10298.FecalFTA.1	Stenonycteris lanosus	Female	FMNH232477	77222	3.81039	Acholi Region; Lamwo District; Agoro-Agu Forest Reserve; Kitgum; Uganda	32.92264	TRUE	ANL	TRUE	Gilbert_7_25_17_HB1	TRUE	11815	feces	FecalFTA	bat metagenome	female	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.JCK.10298.FecalFTA.2	FMNH232477	2016-08-08	FecalFTA	TRUE	1935	EMP_Processed	Host-associated	Animal-associated	Animal distal gut	shrubland biome	animal-associated habitat	feces	gut	host-associated	Uganda:Acholi	UBERON:feces	UBERON:feces	UBERON:feces	long-haired rousette	JCK.10298.FecalFTA.2	Stenonycteris lanosus	Female	FMNH232477	77222	3.81039	Acholi Region; Lamwo District; Agoro-Agu Forest Reserve; Kitgum; Uganda	32.92264	TRUE	ANL	TRUE	Gilbert_7_25_17_HB1	TRUE	11815	feces	FecalFTA	bat metagenome	female	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.JCK.10298.SkinEtOH	FMNH232477	2016-08-08	SkinEtOH	TRUE	1935	EMP_Processed	Host-associated	Animal-associated	Animal surface	shrubland biome	animal-associated habitat	sebum	skin	host-associated	Uganda:Acholi	UBERON:skin	UBERON:sebum	UBERON:skin	long-haired rousette	JCK.10298.SkinEtOH	Stenonycteris lanosus	Female	FMNH232477	77222	3.81039	Acholi Region; Lamwo District; Agoro-Agu Forest Reserve; Kitgum; Uganda	32.92264	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	skin	SkinEtOH	bat metagenome	female	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.JCK.10298.TongueEtOH	FMNH232477	2016-08-08	TongueEtOH	TRUE	1935	EMP_Processed	Host-associated	Animal-associated	Animal secretion	shrubland biome	animal-associated habitat	saliva	tongue	host-associated	Uganda:Acholi	UBERON:oral cavity	UBERON:saliva	UBERON:tongue	long-haired rousette	JCK.10298.TongueEtOH	Stenonycteris lanosus	Female	FMNH232477	77222	3.81039	Acholi Region; Lamwo District; Agoro-Agu Forest Reserve; Kitgum; Uganda	32.92264	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	saliva	TongueEtOH	bat metagenome	female	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.JCK.10299.FecalFTA	FMNH232426	2016-08-08	FecalFTA	TRUE	1935	EMP_Processed	Host-associated	Animal-associated	Animal distal gut	shrubland biome	animal-associated habitat	feces	gut	host-associated	Uganda:Acholi	UBERON:feces	UBERON:feces	UBERON:feces	Angolan fruit bat	JCK.10299.FecalFTA	Myonycteris angolensis	Female	FMNH232426	58071	3.81039	Acholi Region; Lamwo District; Agoro-Agu Forest Reserve; Kitgum; Uganda	32.92264	TRUE	ANL	TRUE	Gilbert_7_25_17_HB1	TRUE	11815	feces	FecalFTA	bat metagenome	female	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.JCK.10299.SkinEtOH	FMNH232426	2016-08-08	SkinEtOH	TRUE	1935	EMP_Processed	Host-associated	Animal-associated	Animal surface	shrubland biome	animal-associated habitat	sebum	skin	host-associated	Uganda:Acholi	UBERON:skin	UBERON:sebum	UBERON:skin	Angolan fruit bat	JCK.10299.SkinEtOH	Myonycteris angolensis	Female	FMNH232426	58071	3.81039	Acholi Region; Lamwo District; Agoro-Agu Forest Reserve; Kitgum; Uganda	32.92264	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	skin	SkinEtOH	bat metagenome	female	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.JCK.10299.TongueEtOH	FMNH232426	2016-08-08	TongueEtOH	TRUE	1935	EMP_Processed	Host-associated	Animal-associated	Animal secretion	shrubland biome	animal-associated habitat	saliva	tongue	host-associated	Uganda:Acholi	UBERON:oral cavity	UBERON:saliva	UBERON:tongue	Angolan fruit bat	JCK.10299.TongueEtOH	Myonycteris angolensis	Female	FMNH232426	58071	3.81039	Acholi Region; Lamwo District; Agoro-Agu Forest Reserve; Kitgum; Uganda	32.92264	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	saliva	TongueEtOH	bat metagenome	female	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.JCK.10300.FecalFTA	FMNH232478	2016-08-08	FecalFTA	TRUE	1935	EMP_Processed	Host-associated	Animal-associated	Animal distal gut	shrubland biome	animal-associated habitat	feces	gut	host-associated	Uganda:Acholi	UBERON:feces	UBERON:feces	UBERON:feces	long-haired rousette	JCK.10300.FecalFTA	Stenonycteris lanosus	Female	FMNH232478	77222	3.81039	Acholi Region; Lamwo District; Agoro-Agu Forest Reserve; Kitgum; Uganda	32.92264	TRUE	ANL	TRUE	Gilbert_7_25_17_HB1	TRUE	11815	feces	FecalFTA	bat metagenome	female	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.JCK.10300.SkinEtOH	FMNH232478	2016-08-08	SkinEtOH	TRUE	1935	EMP_Processed	Host-associated	Animal-associated	Animal surface	shrubland biome	animal-associated habitat	sebum	skin	host-associated	Uganda:Acholi	UBERON:skin	UBERON:sebum	UBERON:skin	long-haired rousette	JCK.10300.SkinEtOH	Stenonycteris lanosus	Female	FMNH232478	77222	3.81039	Acholi Region; Lamwo District; Agoro-Agu Forest Reserve; Kitgum; Uganda	32.92264	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	skin	SkinEtOH	bat metagenome	female	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
11815.JCK.10300.TongueEtOH	FMNH232478	2016-08-08	TongueEtOH	TRUE	1935	EMP_Processed	Host-associated	Animal-associated	Animal secretion	shrubland biome	animal-associated habitat	saliva	tongue	host-associated	Uganda:Acholi	UBERON:oral cavity	UBERON:saliva	UBERON:tongue	long-haired rousette	JCK.10300.TongueEtOH	Stenonycteris lanosus	Female	FMNH232478	77222	3.81039	Acholi Region; Lamwo District; Agoro-Agu Forest Reserve; Kitgum; Uganda	32.92264	TRUE	ANL	TRUE	Gilbert_7_25_17_HB2	TRUE	11815	saliva	TongueEtOH	bat metagenome	female	1213622	Association between Afrotropical bats, microbial symbionts, and parasites
