sample_name	age	age_unit	anonymized_name	body_habitat	body_product	body_site	collection_timestamp	date_sample	day	day_mice	description	description_exp	dna_extracted	elevation	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	exp_description	geo_loc_name	host_common_name	host_scientific_name	host_subject_id	host_taxid	latitude	life_stage	longitude	mouse_number	physical_specimen_location	physical_specimen_remaining	proteinuria	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	sample_type	scientific_name	sex	taxon_id	title	treatment	treatment_day	treatment_group	weight	weight_units
11625.TPC.4.d7	27	weeks	TPC.4.d7	UBERON:feces	UBERON:feces	UBERON:feces	2016	28.12.15	7	d7_TPC4	mouse gut	TPC4	TRUE	188	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 4, NZB/W strain recived TPC treatment, day 7	Israel:Safed	mouse	Mus musculus	TPC.4.d7	10090	32.047796	adult	34.843863	4	Bar-Ilan University	FALSE	100				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	TPC	7	TPC	not provided	g
11625.TPC.5.d0	26	weeks	TPC.5.d0	UBERON:feces	UBERON:feces	UBERON:feces	2016	21.12.15	0	d0_TPC5	mouse gut	TPC5	TRUE	189	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 5, NZB/W strain recived TPC treatment, day 0	Israel:Safed	mouse	Mus musculus	TPC.5.d0	10090	32.047796	adult	34.843863	5	Bar-Ilan University	FALSE	100				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	TPC	0	TPC	not provided	g
11625.TPC.5.d14	28	weeks	TPC.5.d14	UBERON:feces	UBERON:feces	UBERON:feces	2016	4.1.16	14	d14_TPC5	mouse gut	TPC5	TRUE	190	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 5, NZB/W strain recived TPC treatment, day 14	Israel:Safed	mouse	Mus musculus	TPC.5.d14	10090	32.047796	adult	34.843863	5	Bar-Ilan University	FALSE	100				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	TPC	14	TPC	not provided	g
11625.TPC.5.d21	29	weeks	TPC.5.d21	UBERON:feces	UBERON:feces	UBERON:feces	2016	11.1.16	21	d21_TPC5	mouse gut	TPC5	TRUE	191	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 5, NZB/W strain recived TPC treatment, day 21	Israel:Safed	mouse	Mus musculus	TPC.5.d21	10090	32.047796	adult	34.843863	5	Bar-Ilan University	FALSE	300				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	TPC	21	TPC	not provided	g
11625.TPC.5.d28	30	weeks	TPC.5.d28	UBERON:feces	UBERON:feces	UBERON:feces	2016	18.1.16	28	d28_TPC5	mouse gut	TPC5	TRUE	192	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 5, NZB/W strain recived TPC treatment, day 28	Israel:Safed	mouse	Mus musculus	TPC.5.d28	10090	32.047796	adult	34.843863	5	Bar-Ilan University	FALSE	300				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	TPC	28	TPC	not provided	g
11625.TPC.5.d35	31	weeks	TPC.5.d35	UBERON:feces	UBERON:feces	UBERON:feces	2016	25.1.16	35	d35_TPC5	mouse gut	TPC5	TRUE	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 5, NZB/W strain recived TPC treatment, day 35	Israel:Safed	mouse	Mus musculus	TPC.5.d35	10090	32.047796	adult	34.843863	5	Bar-Ilan University	FALSE	300				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	TPC	35	TPC	not provided	g
11625.TPC.5.d7	27	weeks	TPC.5.d7	UBERON:feces	UBERON:feces	UBERON:feces	2016	28.12.15	7	d7_TPC5	mouse gut	TPC5	TRUE	194	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 5, NZB/W strain recived TPC treatment, day 7	Israel:Safed	mouse	Mus musculus	TPC.5.d7	10090	32.047796	adult	34.843863	5	Bar-Ilan University	FALSE	100				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	TPC	7	TPC	not provided	g
11625.TPC.6.d0	26	weeks	TPC.6.d0	UBERON:feces	UBERON:feces	UBERON:feces	2016	21.12.15	0	d0_TPC6	mouse gut	TPC6	TRUE	195	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 6, NZB/W strain recived TPC treatment, day 0	Israel:Safed	mouse	Mus musculus	TPC.6.d0	10090	32.047796	adult	34.843863	6	Bar-Ilan University	FALSE	100				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	TPC	0	TPC	not provided	g
11625.TPC.6.d14	28	weeks	TPC.6.d14	UBERON:feces	UBERON:feces	UBERON:feces	2016	4.1.16	14	d14_TPC6	mouse gut	TPC6	TRUE	196	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 6, NZB/W strain recived TPC treatment, day 14	Israel:Safed	mouse	Mus musculus	TPC.6.d14	10090	32.047796	adult	34.843863	6	Bar-Ilan University	FALSE	100				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	TPC	14	TPC	not provided	g
11625.TPC.6.d21	29	weeks	TPC.6.d21	UBERON:feces	UBERON:feces	UBERON:feces	2016	11.1.16	21	d21_TPC6	mouse gut	TPC6	TRUE	197	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 6, NZB/W strain recived TPC treatment, day 21	Israel:Safed	mouse	Mus musculus	TPC.6.d21	10090	32.047796	adult	34.843863	6	Bar-Ilan University	FALSE	100				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	TPC	21	TPC	not provided	g
11625.TPC.6.d28	30	weeks	TPC.6.d28	UBERON:feces	UBERON:feces	UBERON:feces	2016	18.1.16	28	d28_TPC6	mouse gut	TPC6	TRUE	198	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 6, NZB/W strain recived TPC treatment, day 28	Israel:Safed	mouse	Mus musculus	TPC.6.d28	10090	32.047796	adult	34.843863	6	Bar-Ilan University	FALSE	100				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	TPC	28	TPC	not provided	g
11625.TPC.6.d7	27	weeks	TPC.6.d7	UBERON:feces	UBERON:feces	UBERON:feces	2016	28.12.15	7	d7_TPC6	mouse gut	TPC6	TRUE	199	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 6, NZB/W strain recived TPC treatment, day 7	Israel:Safed	mouse	Mus musculus	TPC.6.d7	10090	32.047796	adult	34.843863	6	Bar-Ilan University	FALSE	100				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	TPC	7	TPC	not provided	g
11625.TPC.7.d0	26	weeks	TPC.7.d0	UBERON:feces	UBERON:feces	UBERON:feces	2016	21.12.15	0	d0_TPC7	mouse gut	TPC7	TRUE	200	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 7, NZB/W strain recived TPC treatment, day 0	Israel:Safed	mouse	Mus musculus	TPC.7.d0	10090	32.047796	adult	34.843863	7	Bar-Ilan University	FALSE	100				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	TPC	0	TPC	not provided	g
11625.TPC.7.d14	28	weeks	TPC.7.d14	UBERON:feces	UBERON:feces	UBERON:feces	2016	4.1.16	14	d14_TPC7	mouse gut	TPC7	TRUE	201	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 7, NZB/W strain recived TPC treatment, day 14	Israel:Safed	mouse	Mus musculus	TPC.7.d14	10090	32.047796	adult	34.843863	7	Bar-Ilan University	FALSE	100				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	TPC	14	TPC	not provided	g
11625.TPC.7.d21	29	weeks	TPC.7.d21	UBERON:feces	UBERON:feces	UBERON:feces	2016	11.1.16	21	d21_TPC7	mouse gut	TPC7	TRUE	202	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 7, NZB/W strain recived TPC treatment, day 21	Israel:Safed	mouse	Mus musculus	TPC.7.d21	10090	32.047796	adult	34.843863	7	Bar-Ilan University	FALSE	100				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	TPC	21	TPC	not provided	g
11625.TPC.7.d28	30	weeks	TPC.7.d28	UBERON:feces	UBERON:feces	UBERON:feces	2016	18.1.16	28	d28_TPC7	mouse gut	TPC7	TRUE	203	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 7, NZB/W strain recived TPC treatment, day 28	Israel:Safed	mouse	Mus musculus	TPC.7.d28	10090	32.047796	adult	34.843863	7	Bar-Ilan University	FALSE	100				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	TPC	28	TPC	not provided	g
11625.TPC.7.d35	31	weeks	TPC.7.d35	UBERON:feces	UBERON:feces	UBERON:feces	2016	25.1.16	35	d35_TPC7	mouse gut	TPC7	TRUE	204	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 7, NZB/W strain recived TPC treatment, day 35	Israel:Safed	mouse	Mus musculus	TPC.7.d35	10090	32.047796	adult	34.843863	7	Bar-Ilan University	FALSE	100				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	TPC	35	TPC	not provided	g
11625.TPC.7.d7	27	weeks	TPC.7.d7	UBERON:feces	UBERON:feces	UBERON:feces	2016	28.12.15	7	d7_TPC7	mouse gut	TPC7	TRUE	205	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 7, NZB/W strain recived TPC treatment, day 7	Israel:Safed	mouse	Mus musculus	TPC.7.d7	10090	32.047796	adult	34.843863	7	Bar-Ilan University	FALSE	100				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	TPC	7	TPC	not provided	g
11625.TPC.8.d0	26	weeks	TPC.8.d0	UBERON:feces	UBERON:feces	UBERON:feces	2016	21.12.15	0	d0_TPC8	mouse gut	TPC8	TRUE	206	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 8, NZB/W strain recived TPC treatment, day 0	Israel:Safed	mouse	Mus musculus	TPC.8.d0	10090	32.047796	adult	34.843863	8	Bar-Ilan University	FALSE	100				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	TPC	0	TPC	not provided	g
11625.TPC.8.d14	28	weeks	TPC.8.d14	UBERON:feces	UBERON:feces	UBERON:feces	2016	4.1.16	14	d14_TPC8	mouse gut	TPC8	TRUE	207	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 8, NZB/W strain recived TPC treatment, day 14	Israel:Safed	mouse	Mus musculus	TPC.8.d14	10090	32.047796	adult	34.843863	8	Bar-Ilan University	FALSE	100				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	TPC	14	TPC	not provided	g
11625.TPC.8.d21	29	weeks	TPC.8.d21	UBERON:feces	UBERON:feces	UBERON:feces	2016	11.1.16	21	d21_TPC8	mouse gut	TPC8	TRUE	208	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 8, NZB/W strain recived TPC treatment, day 21	Israel:Safed	mouse	Mus musculus	TPC.8.d21	10090	32.047796	adult	34.843863	8	Bar-Ilan University	FALSE	100				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	TPC	21	TPC	not provided	g
11625.TPC.8.d28	30	weeks	TPC.8.d28	UBERON:feces	UBERON:feces	UBERON:feces	2016	18.1.16	28	d28_TPC8	mouse gut	TPC8	TRUE	209	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 8, NZB/W strain recived TPC treatment, day 28	Israel:Safed	mouse	Mus musculus	TPC.8.d28	10090	32.047796	adult	34.843863	8	Bar-Ilan University	FALSE	100				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	TPC	28	TPC	not provided	g
11625.TPC.8.d35	31	weeks	TPC.8.d35	UBERON:feces	UBERON:feces	UBERON:feces	2016	25.1.16	35	d35_TPC8	mouse gut	TPC8	TRUE	210	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 8, NZB/W strain recived TPC treatment, day 35	Israel:Safed	mouse	Mus musculus	TPC.8.d35	10090	32.047796	adult	34.843863	8	Bar-Ilan University	FALSE	300				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	TPC	35	TPC	not provided	g
11625.TPC.8.d7	27	weeks	TPC.8.d7	UBERON:feces	UBERON:feces	UBERON:feces	2016	28.12.15	7	d7_TPC8	mouse gut	TPC8	TRUE	211	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 8, NZB/W strain recived TPC treatment, day 7	Israel:Safed	mouse	Mus musculus	TPC.8.d7	10090	32.047796	adult	34.843863	8	Bar-Ilan University	FALSE	100				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	TPC	7	TPC	not provided	g
11625.TPC.9.d0	26	weeks	TPC.9.d0	UBERON:feces	UBERON:feces	UBERON:feces	2016	21.12.15	0	d0_TPC9	mouse gut	TPC9	TRUE	212	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 9, NZB/W strain recived TPC treatment, day 0	Israel:Safed	mouse	Mus musculus	TPC.9.d0	10090	32.047796	adult	34.843863	9	Bar-Ilan University	FALSE	100				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	TPC	0	TPC	not provided	g
11625.TPC.9.d14	28	weeks	TPC.9.d14	UBERON:feces	UBERON:feces	UBERON:feces	2016	4.1.16	14	d14_TPC9	mouse gut	TPC9	TRUE	213	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 9, NZB/W strain recived TPC treatment, day 14	Israel:Safed	mouse	Mus musculus	TPC.9.d14	10090	32.047796	adult	34.843863	9	Bar-Ilan University	FALSE	300				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	TPC	14	TPC	not provided	g
11625.TPC.9.d21	29	weeks	TPC.9.d21	UBERON:feces	UBERON:feces	UBERON:feces	2016	11.1.16	21	d21_TPC9	mouse gut	TPC9	TRUE	214	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 9, NZB/W strain recived TPC treatment, day 21	Israel:Safed	mouse	Mus musculus	TPC.9.d21	10090	32.047796	adult	34.843863	9	Bar-Ilan University	FALSE	2000				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	TPC	21	TPC	not provided	g
11625.TPC.9.d28	30	weeks	TPC.9.d28	UBERON:feces	UBERON:feces	UBERON:feces	2016	18.1.16	28	d28_TPC9	mouse gut	TPC9	TRUE	215	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 9, NZB/W strain recived TPC treatment, day 28	Israel:Safed	mouse	Mus musculus	TPC.9.d28	10090	32.047796	adult	34.843863	9	Bar-Ilan University	FALSE	2000				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	TPC	28	TPC	not provided	g
11625.TPC.9.d7	27	weeks	TPC.9.d7	UBERON:feces	UBERON:feces	UBERON:feces	2016	28.12.15	7	d7_TPC9	mouse gut	TPC9	TRUE	216	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 9, NZB/W strain recived TPC treatment, day 7	Israel:Safed	mouse	Mus musculus	TPC.9.d7	10090	32.047796	adult	34.843863	9	Bar-Ilan University	FALSE	300				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	TPC	7	TPC	not provided	g
