sample_name	age	age_unit	anonymized_name	body_habitat	body_product	body_site	collection_timestamp	date_sample	day	day_mice	description	description_exp	dna_extracted	elevation	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	exp_description	geo_loc_name	host_common_name	host_scientific_name	host_subject_id	host_taxid	latitude	life_stage	longitude	mouse_number	physical_specimen_location	physical_specimen_remaining	proteinuria	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	sample_type	scientific_name	sex	taxon_id	title	treatment	treatment_day	treatment_group	weight	weight_units
11625.PBS.0.d0	26	weeks	PBS.0.d0	UBERON:feces	UBERON:feces	UBERON:feces	2016	21.12.15	0	d0_PBS0	mouse gut	PBS0	TRUE	57	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 0, NZB/W strain recived PBS treatment, day 0	Israel:Safed	mouse	Mus musculus	PBS.0.d0	10090	32.047796	adult	34.843863	0	Bar-Ilan University	FALSE	100				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	PBS	0	PBS	not provided	g
11625.PBS.0.d7	27	weeks	PBS.0.d7	UBERON:feces	UBERON:feces	UBERON:feces	2016	28.12.15	7	d7_PBS0	mouse gut	PBS0	TRUE	58	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 0, NZB/W strain recived PBS treatment, day 7	Israel:Safed	mouse	Mus musculus	PBS.0.d7	10090	32.047796	adult	34.843863	0	Bar-Ilan University	FALSE	2000				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	PBS	7	PBS	not provided	g
11625.PBS.1.d0	26	weeks	PBS.1.d0	UBERON:feces	UBERON:feces	UBERON:feces	2016	21.12.15	0	d0_PBS1	mouse gut	PBS1	TRUE	59	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 1, NZB/W strain recived PBS treatment, day 0	Israel:Safed	mouse	Mus musculus	PBS.1.d0	10090	32.047796	adult	34.843863	1	Bar-Ilan University	FALSE	100				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	PBS	0	PBS	not provided	g
11625.PBS.1.d14	28	weeks	PBS.1.d14	UBERON:feces	UBERON:feces	UBERON:feces	2016	4.1.16	14	d14_PBS1	mouse gut	PBS1	TRUE	60	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 1, NZB/W strain recived PBS treatment, day 14	Israel:Safed	mouse	Mus musculus	PBS.1.d14	10090	32.047796	adult	34.843863	1	Bar-Ilan University	FALSE	2000				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	PBS	14	PBS	not provided	g
11625.PBS.1.d21	29	weeks	PBS.1.d21	UBERON:feces	UBERON:feces	UBERON:feces	2016	11.1.16	21	d21_PBS1	mouse gut	PBS1	TRUE	61	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 1, NZB/W strain recived PBS treatment, day 21	Israel:Safed	mouse	Mus musculus	PBS.1.d21	10090	32.047796	adult	34.843863	1	Bar-Ilan University	FALSE	2000				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	PBS	21	PBS	not provided	g
11625.PBS.1.d28	30	weeks	PBS.1.d28	UBERON:feces	UBERON:feces	UBERON:feces	2016	18.1.16	28	d28_PBS1	mouse gut	PBS1	TRUE	62	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 1, NZB/W strain recived PBS treatment, day 28	Israel:Safed	mouse	Mus musculus	PBS.1.d28	10090	32.047796	adult	34.843863	1	Bar-Ilan University	FALSE	2000				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	PBS	28	PBS	not provided	g
11625.PBS.1.d35	31	weeks	PBS.1.d35	UBERON:feces	UBERON:feces	UBERON:feces	2016	25.1.16	35	d35_PBS1	mouse gut	PBS1	TRUE	63	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 1, NZB/W strain recived PBS treatment, day 35	Israel:Safed	mouse	Mus musculus	PBS.1.d35	10090	32.047796	adult	34.843863	1	Bar-Ilan University	FALSE	2000				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	PBS	35	PBS	not provided	g
11625.PBS.1.d7	27	weeks	PBS.1.d7	UBERON:feces	UBERON:feces	UBERON:feces	2016	28.12.15	7	d7_PBS1	mouse gut	PBS1	TRUE	64	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 1, NZB/W strain recived PBS treatment, day 7	Israel:Safed	mouse	Mus musculus	PBS.1.d7	10090	32.047796	adult	34.843863	1	Bar-Ilan University	FALSE	300				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	PBS	7	PBS	not provided	g
11625.PBS.2.d0	26	weeks	PBS.2.d0	UBERON:feces	UBERON:feces	UBERON:feces	2016	21.12.15	0	d0_PBS2	mouse gut	PBS2	TRUE	65	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 2, NZB/W strain recived PBS treatment, day 0	Israel:Safed	mouse	Mus musculus	PBS.2.d0	10090	32.047796	adult	34.843863	2	Bar-Ilan University	FALSE	300				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	PBS	0	PBS	not provided	g
11625.PBS.2.d21	29	weeks	PBS.2.d21	UBERON:feces	UBERON:feces	UBERON:feces	2016	11.1.16	21	d21_PBS2	mouse gut	PBS2	TRUE	66	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 2, NZB/W strain recived PBS treatment, day 21	Israel:Safed	mouse	Mus musculus	PBS.2.d21	10090	32.047796	adult	34.843863	2	Bar-Ilan University	FALSE	2000				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	PBS	21	PBS	not provided	g
11625.PBS.2.d28	30	weeks	PBS.2.d28	UBERON:feces	UBERON:feces	UBERON:feces	2016	18.1.16	28	d28_PBS2	mouse gut	PBS2	TRUE	67	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 2, NZB/W strain recived PBS treatment, day 28	Israel:Safed	mouse	Mus musculus	PBS.2.d28	10090	32.047796	adult	34.843863	2	Bar-Ilan University	FALSE	2000				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	PBS	28	PBS	not provided	g
11625.PBS.2.d35	31	weeks	PBS.2.d35	UBERON:feces	UBERON:feces	UBERON:feces	2016	25.1.16	35	d35_PBS2	mouse gut	PBS2	TRUE	68	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 2, NZB/W strain recived PBS treatment, day 35	Israel:Safed	mouse	Mus musculus	PBS.2.d35	10090	32.047796	adult	34.843863	2	Bar-Ilan University	FALSE	2000				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	PBS	35	PBS	not provided	g
11625.PBS.2.d7	27	weeks	PBS.2.d7	UBERON:feces	UBERON:feces	UBERON:feces	2016	28.12.15	7	d7_PBS2	mouse gut	PBS2	TRUE	69	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 2, NZB/W strain recived PBS treatment, day 7	Israel:Safed	mouse	Mus musculus	PBS.2.d7	10090	32.047796	adult	34.843863	2	Bar-Ilan University	FALSE	300				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	PBS	7	PBS	not provided	g
11625.PBS.4.d0	26	weeks	PBS.4.d0	UBERON:feces	UBERON:feces	UBERON:feces	2016	21.12.15	0	d0_PBS4	mouse gut	PBS4	TRUE	70	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 4, NZB/W strain recived PBS treatment, day 0	Israel:Safed	mouse	Mus musculus	PBS.4.d0	10090	32.047796	adult	34.843863	4	Bar-Ilan University	FALSE	100				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	PBS	0	PBS	not provided	g
11625.PBS.4.d14	28	weeks	PBS.4.d14	UBERON:feces	UBERON:feces	UBERON:feces	2016	4.1.16	14	d14_PBS4	mouse gut	PBS4	TRUE	71	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 4, NZB/W strain recived PBS treatment, day 14	Israel:Safed	mouse	Mus musculus	PBS.4.d14	10090	32.047796	adult	34.843863	4	Bar-Ilan University	FALSE	2000				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	PBS	14	PBS	not provided	g
11625.PBS.4.d21	29	weeks	PBS.4.d21	UBERON:feces	UBERON:feces	UBERON:feces	2016	11.1.16	21	d21_PBS4	mouse gut	PBS4	TRUE	72	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 4, NZB/W strain recived PBS treatment, day 21	Israel:Safed	mouse	Mus musculus	PBS.4.d21	10090	32.047796	adult	34.843863	4	Bar-Ilan University	FALSE	2000				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	PBS	21	PBS	not provided	g
11625.PBS.4.d28	30	weeks	PBS.4.d28	UBERON:feces	UBERON:feces	UBERON:feces	2016	18.1.16	28	d28_PBS4	mouse gut	PBS4	TRUE	73	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 4, NZB/W strain recived PBS treatment, day 28	Israel:Safed	mouse	Mus musculus	PBS.4.d28	10090	32.047796	adult	34.843863	4	Bar-Ilan University	FALSE	2000				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	PBS	28	PBS	not provided	g
11625.PBS.4.d35	31	weeks	PBS.4.d35	UBERON:feces	UBERON:feces	UBERON:feces	2016	25.1.16	35	d35_PBS4	mouse gut	PBS4	TRUE	74	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 4, NZB/W strain recived PBS treatment, day 35	Israel:Safed	mouse	Mus musculus	PBS.4.d35	10090	32.047796	adult	34.843863	4	Bar-Ilan University	FALSE	2000				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	PBS	35	PBS	not provided	g
11625.PBS.4.d7	27	weeks	PBS.4.d7	UBERON:feces	UBERON:feces	UBERON:feces	2016	28.12.15	7	d7_PBS4	mouse gut	PBS4	TRUE	75	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 4, NZB/W strain recived PBS treatment, day 7	Israel:Safed	mouse	Mus musculus	PBS.4.d7	10090	32.047796	adult	34.843863	4	Bar-Ilan University	FALSE	300				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	PBS	7	PBS	not provided	g
11625.PBS.5.d0	26	weeks	PBS.5.d0	UBERON:feces	UBERON:feces	UBERON:feces	2016	21.12.15	0	d0_PBS5	mouse gut	PBS5	TRUE	76	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 5, NZB/W strain recived PBS treatment, day 0	Israel:Safed	mouse	Mus musculus	PBS.5.d0	10090	32.047796	adult	34.843863	5	Bar-Ilan University	FALSE	100				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	PBS	0	PBS	not provided	g
11625.PBS.5.d14	28	weeks	PBS.5.d14	UBERON:feces	UBERON:feces	UBERON:feces	2016	4.1.16	14	d14_PBS5	mouse gut	PBS5	TRUE	77	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 5, NZB/W strain recived PBS treatment, day 14	Israel:Safed	mouse	Mus musculus	PBS.5.d14	10090	32.047796	adult	34.843863	5	Bar-Ilan University	FALSE	300				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	PBS	14	PBS	not provided	g
11625.PBS.5.d21	29	weeks	PBS.5.d21	UBERON:feces	UBERON:feces	UBERON:feces	2016	11.1.16	21	d21_PBS5	mouse gut	PBS5	TRUE	78	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 5, NZB/W strain recived PBS treatment, day 21	Israel:Safed	mouse	Mus musculus	PBS.5.d21	10090	32.047796	adult	34.843863	5	Bar-Ilan University	FALSE	300				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	PBS	21	PBS	not provided	g
11625.PBS.5.d28	30	weeks	PBS.5.d28	UBERON:feces	UBERON:feces	UBERON:feces	2016	18.1.16	28	d28_PBS5	mouse gut	PBS5	TRUE	79	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 5, NZB/W strain recived PBS treatment, day 28	Israel:Safed	mouse	Mus musculus	PBS.5.d28	10090	32.047796	adult	34.843863	5	Bar-Ilan University	FALSE	2000				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	PBS	28	PBS	not provided	g
11625.PBS.5.d7	27	weeks	PBS.5.d7	UBERON:feces	UBERON:feces	UBERON:feces	2016	28.12.15	7	d7_PBS5	mouse gut	PBS5	TRUE	80	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 5, NZB/W strain recived PBS treatment, day 7	Israel:Safed	mouse	Mus musculus	PBS.5.d7	10090	32.047796	adult	34.843863	5	Bar-Ilan University	FALSE	300				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	PBS	7	PBS	not provided	g
11625.PBS.6.d0	26	weeks	PBS.6.d0	UBERON:feces	UBERON:feces	UBERON:feces	2016	21.12.15	0	d0_PBS6	mouse gut	PBS6	TRUE	81	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 6, NZB/W strain recived PBS treatment, day 0	Israel:Safed	mouse	Mus musculus	PBS.6.d0	10090	32.047796	adult	34.843863	6	Bar-Ilan University	FALSE	100				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	PBS	0	PBS	not provided	g
11625.PBS.6.d14	28	weeks	PBS.6.d14	UBERON:feces	UBERON:feces	UBERON:feces	2016	4.1.16	14	d14_PBS6	mouse gut	PBS6	TRUE	82	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 6, NZB/W strain recived PBS treatment, day 14	Israel:Safed	mouse	Mus musculus	PBS.6.d14	10090	32.047796	adult	34.843863	6	Bar-Ilan University	FALSE	2000				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	PBS	14	PBS	not provided	g
11625.PBS.6.d21	29	weeks	PBS.6.d21	UBERON:feces	UBERON:feces	UBERON:feces	2016	11.1.16	21	d21_PBS6	mouse gut	PBS6	TRUE	83	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 6, NZB/W strain recived PBS treatment, day 21	Israel:Safed	mouse	Mus musculus	PBS.6.d21	10090	32.047796	adult	34.843863	6	Bar-Ilan University	FALSE	2000				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	PBS	21	PBS	not provided	g
11625.PBS.6.d28	30	weeks	PBS.6.d28	UBERON:feces	UBERON:feces	UBERON:feces	2016	18.1.16	28	d28_PBS6	mouse gut	PBS6	TRUE	84	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 6, NZB/W strain recived PBS treatment, day 28	Israel:Safed	mouse	Mus musculus	PBS.6.d28	10090	32.047796	adult	34.843863	6	Bar-Ilan University	FALSE	2000				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	PBS	28	PBS	not provided	g
11625.PBS.6.d35	31	weeks	PBS.6.d35	UBERON:feces	UBERON:feces	UBERON:feces	2016	25.1.16	35	d35_PBS6	mouse gut	PBS6	TRUE	85	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 6, NZB/W strain recived PBS treatment, day 35	Israel:Safed	mouse	Mus musculus	PBS.6.d35	10090	32.047796	adult	34.843863	6	Bar-Ilan University	FALSE	2000				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	PBS	35	PBS	not provided	g
11625.PBS.6.d7	27	weeks	PBS.6.d7	UBERON:feces	UBERON:feces	UBERON:feces	2016	28.12.15	7	d7_PBS6	mouse gut	PBS6	TRUE	86	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 6, NZB/W strain recived PBS treatment, day 7	Israel:Safed	mouse	Mus musculus	PBS.6.d7	10090	32.047796	adult	34.843863	6	Bar-Ilan University	FALSE	100				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	PBS	7	PBS	not provided	g
11625.PBS.7.d0	26	weeks	PBS.7.d0	UBERON:feces	UBERON:feces	UBERON:feces	2016	21.12.15	0	d0_PBS7	mouse gut	PBS7	TRUE	87	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 7, NZB/W strain recived PBS treatment, day 0	Israel:Safed	mouse	Mus musculus	PBS.7.d0	10090	32.047796	adult	34.843863	7	Bar-Ilan University	FALSE	100				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	PBS	0	PBS	not provided	g
11625.PBS.7.d14	28	weeks	PBS.7.d14	UBERON:feces	UBERON:feces	UBERON:feces	2016	4.1.16	14	d14_PBS7	mouse gut	PBS7	TRUE	88	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 7, NZB/W strain recived PBS treatment, day 14	Israel:Safed	mouse	Mus musculus	PBS.7.d14	10090	32.047796	adult	34.843863	7	Bar-Ilan University	FALSE	100				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	PBS	14	PBS	not provided	g
11625.PBS.7.d21	29	weeks	PBS.7.d21	UBERON:feces	UBERON:feces	UBERON:feces	2016	11.1.16	21	d21_PBS7	mouse gut	PBS7	TRUE	89	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 7, NZB/W strain recived PBS treatment, day 21	Israel:Safed	mouse	Mus musculus	PBS.7.d21	10090	32.047796	adult	34.843863	7	Bar-Ilan University	FALSE	300				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	PBS	21	PBS	not provided	g
11625.PBS.7.d28	30	weeks	PBS.7.d28	UBERON:feces	UBERON:feces	UBERON:feces	2016	18.1.16	28	d28_PBS7	mouse gut	PBS7	TRUE	90	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 7, NZB/W strain recived PBS treatment, day 28	Israel:Safed	mouse	Mus musculus	PBS.7.d28	10090	32.047796	adult	34.843863	7	Bar-Ilan University	FALSE	300				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	PBS	28	PBS	not provided	g
11625.PBS.7.d35	31	weeks	PBS.7.d35	UBERON:feces	UBERON:feces	UBERON:feces	2016	25.1.16	35	d35_PBS7	mouse gut	PBS7	TRUE	91	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 7, NZB/W strain recived PBS treatment, day 35	Israel:Safed	mouse	Mus musculus	PBS.7.d35	10090	32.047796	adult	34.843863	7	Bar-Ilan University	FALSE	300				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	PBS	35	PBS	not provided	g
11625.PBS.7.d7	27	weeks	PBS.7.d7	UBERON:feces	UBERON:feces	UBERON:feces	2016	28.12.15	7	d7_PBS7	mouse gut	PBS7	TRUE	92	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 7, NZB/W strain recived PBS treatment, day 7	Israel:Safed	mouse	Mus musculus	PBS.7.d7	10090	32.047796	adult	34.843863	7	Bar-Ilan University	FALSE	100				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	PBS	7	PBS	not provided	g
11625.PBS.8.d0	26	weeks	PBS.8.d0	UBERON:feces	UBERON:feces	UBERON:feces	2016	21.12.15	0	d0_PBS8	mouse gut	PBS8	TRUE	93	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 8, NZB/W strain recived PBS treatment, day 0	Israel:Safed	mouse	Mus musculus	PBS.8.d0	10090	32.047796	adult	34.843863	8	Bar-Ilan University	FALSE	100				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	PBS	0	PBS	not provided	g
11625.PBS.8.d14	28	weeks	PBS.8.d14	UBERON:feces	UBERON:feces	UBERON:feces	2016	4.1.16	14	d14_PBS8	mouse gut	PBS8	TRUE	94	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 8, NZB/W strain recived PBS treatment, day 14	Israel:Safed	mouse	Mus musculus	PBS.8.d14	10090	32.047796	adult	34.843863	8	Bar-Ilan University	FALSE	2000				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	PBS	14	PBS	not provided	g
11625.PBS.8.d21	29	weeks	PBS.8.d21	UBERON:feces	UBERON:feces	UBERON:feces	2016	11.1.16	21	d21_PBS8	mouse gut	PBS8	TRUE	95	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 8, NZB/W strain recived PBS treatment, day 21	Israel:Safed	mouse	Mus musculus	PBS.8.d21	10090	32.047796	adult	34.843863	8	Bar-Ilan University	FALSE	2000				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	PBS	21	PBS	not provided	g
11625.PBS.8.d28	30	weeks	PBS.8.d28	UBERON:feces	UBERON:feces	UBERON:feces	2016	18.1.16	28	d28_PBS8	mouse gut	PBS8	TRUE	96	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 8, NZB/W strain recived PBS treatment, day 28	Israel:Safed	mouse	Mus musculus	PBS.8.d28	10090	32.047796	adult	34.843863	8	Bar-Ilan University	FALSE	2000				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	PBS	28	PBS	not provided	g
11625.PBS.8.d35	31	weeks	PBS.8.d35	UBERON:feces	UBERON:feces	UBERON:feces	2016	25.1.16	35	d35_PBS8	mouse gut	PBS8	TRUE	97	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 8, NZB/W strain recived PBS treatment, day 35	Israel:Safed	mouse	Mus musculus	PBS.8.d35	10090	32.047796	adult	34.843863	8	Bar-Ilan University	FALSE	2000				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	PBS	35	PBS	not provided	g
11625.PBS.8.d7	27	weeks	PBS.8.d7	UBERON:feces	UBERON:feces	UBERON:feces	2016	28.12.15	7	d7_PBS8	mouse gut	PBS8	TRUE	98	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 8, NZB/W strain recived PBS treatment, day 7	Israel:Safed	mouse	Mus musculus	PBS.8.d7	10090	32.047796	adult	34.843863	8	Bar-Ilan University	FALSE	300				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	PBS	7	PBS	not provided	g
11625.PBS.9.d0	26	weeks	PBS.9.d0	UBERON:feces	UBERON:feces	UBERON:feces	2016	21.12.15	0	d0_PBS9	mouse gut	PBS9	TRUE	99	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 9, NZB/W strain recived PBS treatment, day 0	Israel:Safed	mouse	Mus musculus	PBS.9.d0	10090	32.047796	adult	34.843863	9	Bar-Ilan University	FALSE	100				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	PBS	0	PBS	not provided	g
11625.PBS.9.d14	28	weeks	PBS.9.d14	UBERON:feces	UBERON:feces	UBERON:feces	2016	4.1.16	14	d14_PBS9	mouse gut	PBS9	TRUE	100	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 9, NZB/W strain recived PBS treatment, day 14	Israel:Safed	mouse	Mus musculus	PBS.9.d14	10090	32.047796	adult	34.843863	9	Bar-Ilan University	FALSE	100				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	PBS	14	PBS	not provided	g
11625.PBS.9.d21	29	weeks	PBS.9.d21	UBERON:feces	UBERON:feces	UBERON:feces	2016	11.1.16	21	d21_PBS9	mouse gut	PBS9	TRUE	101	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 9, NZB/W strain recived PBS treatment, day 21	Israel:Safed	mouse	Mus musculus	PBS.9.d21	10090	32.047796	adult	34.843863	9	Bar-Ilan University	FALSE	300				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	PBS	21	PBS	not provided	g
11625.PBS.9.d28	30	weeks	PBS.9.d28	UBERON:feces	UBERON:feces	UBERON:feces	2016	18.1.16	28	d28_PBS9	mouse gut	PBS9	TRUE	102	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 9, NZB/W strain recived PBS treatment, day 28	Israel:Safed	mouse	Mus musculus	PBS.9.d28	10090	32.047796	adult	34.843863	9	Bar-Ilan University	FALSE	300				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	PBS	28	PBS	not provided	g
11625.PBS.9.d35	31	weeks	PBS.9.d35	UBERON:feces	UBERON:feces	UBERON:feces	2016	25.1.16	35	d35_PBS9	mouse gut	PBS9	TRUE	103	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 9, NZB/W strain recived PBS treatment, day 35	Israel:Safed	mouse	Mus musculus	PBS.9.d35	10090	32.047796	adult	34.843863	9	Bar-Ilan University	FALSE	300				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	PBS	35	PBS	not provided	g
11625.PBS.9.d7	27	weeks	PBS.9.d7	UBERON:feces	UBERON:feces	UBERON:feces	2016	28.12.15	7	d7_PBS9	mouse gut	PBS9	TRUE	104	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 9, NZB/W strain recived PBS treatment, day 7	Israel:Safed	mouse	Mus musculus	PBS.9.d7	10090	32.047796	adult	34.843863	9	Bar-Ilan University	FALSE	100				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	PBS	7	PBS	not provided	g
11625.T.0.d0	26	weeks	T.0.d0	UBERON:feces	UBERON:feces	UBERON:feces	2016	21.12.15	0	d0_T0	mouse gut	Tuftsin0	TRUE	105	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 0, NZB/W strain recived Tuftsin treatment, day 0	Israel:Safed	mouse	Mus musculus	T.0.d0	10090	32.047796	adult	34.843863	0	Bar-Ilan University	FALSE	100				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	Tuftsin	0	Tuftsin	not provided	g
11625.T.0.d14	28	weeks	T.0.d14	UBERON:feces	UBERON:feces	UBERON:feces	2016	4.1.16	14	d14_T0	mouse gut	Tuftsin0	TRUE	106	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	stool from mouse 0, NZB/W strain recived Tuftsin treatment, day 14	Israel:Safed	mouse	Mus musculus	T.0.d14	10090	32.047796	adult	34.843863	0	Bar-Ilan University	FALSE	2000				11625	stool	mouse gut metagenome	female	410661	TPC treatment in lupus mice model	Tuftsin	14	Tuftsin	not provided	g
